,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b1,b2,b3,sigma,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20],mu[21],mu[22],mu[23],mu[24],mu[25],mu[26],mu[27],mu[28],mu[29],mu[30]
3410,45.3696,0.991972,0.724529,3.0,7.0,0.0,-43.8971,-0.0055329,0.855668,0.813712,0.128878,0.695804,0.539262,0.175889,-0.226187,1.35791,0.52414,-0.598652,0.249016,0.91647,-1.27536,0.504485,-0.458545,0.368691,-1.30037,-2.26144,0.0223779,0.510952,1.66204,-0.04391,-1.21413,0.519468,-0.154976,1.15428,-1.94915,-1.10111,1.80804,-1.0966,-0.986437,0.876538,0.615533
3411,45.167,0.983422,0.724529,2.0,7.0,0.0,-44.8261,-0.00454775,0.860888,0.815139,0.119129,0.698088,0.540908,0.183105,-0.231562,1.36182,0.529963,-0.596556,0.252893,0.92486,-1.27918,0.506034,-0.461466,0.365487,-1.30233,-2.27068,0.0263138,0.515884,1.66687,-0.0419106,-1.22031,0.519987,-0.150354,1.16236,-1.95655,-1.10204,1.81865,-1.10092,-0.992339,0.881528,0.615017
3412,45.5604,0.913985,0.724529,2.0,3.0,0.0,-44.0413,-0.00311355,0.867508,0.79514,0.110107,0.682794,0.52676,0.224033,-0.26911,1.33374,0.547436,-0.564553,0.266247,0.946656,-1.2657,0.492469,-0.472029,0.321711,-1.2741,-2.26038,0.0486322,0.527226,1.63416,-0.0314932,-1.22667,0.49821,-0.116268,1.17291,-1.94429,-1.07362,1.82342,-1.09786,-1.0052,0.87955,0.581929
3413,46.1139,0.85851,0.724529,2.0,3.0,0.0,-43.7208,0.00287626,0.831659,0.768685,0.122253,0.665835,0.515675,0.211359,-0.243049,1.29424,0.527766,-0.543925,0.258682,0.910175,-1.21286,0.482593,-0.444593,0.325995,-1.22456,-2.16752,0.0474495,0.50986,1.58395,-0.0265909,-1.1705,0.490125,-0.113837,1.13026,-1.86438,-1.03203,1.75653,-1.04908,-0.956167,0.851557,0.573321
3414,45.8686,0.82668,0.724529,3.0,7.0,0.0,-43.9238,0.0027184,0.847852,0.772941,0.141035,0.669561,0.517437,0.230777,-0.26318,1.3029,0.542693,-0.540407,0.267558,0.933072,-1.22778,0.484059,-0.456924,0.312531,-1.23362,-2.19922,0.0565791,0.521982,1.59541,-0.0235421,-1.19287,0.488344,-0.102495,1.15212,-1.89036,-1.03789,1.78616,-1.06562,-0.977731,0.863754,0.56825
3415,43.4376,0.873083,0.724529,2.0,7.0,0.0,-43.1602,0.0191941,0.826151,0.743331,0.106215,0.66069,0.51334,0.25565,-0.253828,1.27112,0.54981,-0.496891,0.280973,0.930679,-1.17164,0.481135,-0.431857,0.3031,-1.17174,-2.11655,0.0794001,0.527376,1.55354,-0.00292622,-1.14521,0.482198,-0.0706914,1.13923,-1.81576,-0.981531,1.75299,-1.01804,-0.938667,0.854366,0.555554
3416,43.29,0.768724,0.724529,2.0,3.0,0.0,-40.8104,-0.0228529,0.847563,0.77458,0.173907,0.645366,0.493123,0.202371,-0.285963,1.27979,0.516073,-0.568338,0.241176,0.906226,-1.25452,0.459694,-0.481723,0.290336,-1.26143,-2.22595,0.0294936,0.495805,1.5727,-0.0497761,-1.21814,0.464581,-0.130477,1.12614,-1.91715,-1.06568,1.76076,-1.09156,-1.00248,0.83863,0.545332
3417,44.0128,0.964979,0.724529,2.0,7.0,0.0,-42.1491,-0.00897136,0.860099,0.75279,0.1604,0.64112,0.489604,0.267746,-0.323104,1.26227,0.553024,-0.518071,0.271544,0.950576,-1.2312,0.45676,-0.485368,0.248024,-1.21932,-2.21138,0.0702826,0.524833,1.55069,-0.0245589,-1.21997,0.451187,-0.0754392,1.1572,-1.89859,-1.02238,1.7875,-1.08076,-1.01157,0.852311,0.517892
3418,44.8674,0.993771,0.724529,3.0,7.0,0.0,-42.4885,0.0209265,0.837916,0.794831,0.10828,0.706029,0.552914,0.20148,-0.197983,1.35304,0.540518,-0.557215,0.270951,0.924807,-1.22089,0.518924,-0.423333,0.383729,-1.24425,-2.18618,0.0498295,0.527146,1.65033,-0.015949,-1.16248,0.532962,-0.122846,1.15668,-1.8804,-1.04923,1.79606,-1.04674,-0.940137,0.88392,0.626118
3419,42.766,0.494106,0.724529,2.0,3.0,0.0,-41.0545,-0.0252798,0.897288,0.765843,0.156862,0.636495,0.480175,0.291643,-0.380632,1.27122,0.569869,-0.530324,0.274742,0.985566,-1.28414,0.446543,-0.528572,0.20716,-1.26067,-2.30341,0.0727253,0.535989,1.56694,-0.0346606,-1.28748,0.434554,-0.0695547,1.19143,-1.97742,-1.05621,1.84094,-1.13594,-1.0762,0.865654,0.495206
3420,43.5429,0.991076,0.724529,2.0,3.0,0.0,-41.605,0.0114673,0.87275,0.762525,0.166155,0.669993,0.516369,0.294192,-0.309182,1.29937,0.582336,-0.503332,0.296615,0.985802,-1.22763,0.483085,-0.472368,0.269796,-1.21482,-2.222,0.0929384,0.553424,1.59168,-0.00387737,-1.21726,0.477007,-0.0542584,1.1948,-1.90463,-1.01504,1.83382,-1.07557,-1.00622,0.884898,0.54408
3421,42.4652,0.898942,0.724529,3.0,7.0,0.0,-39.2254,0.0373168,0.813072,0.810687,0.126431,0.73532,0.583212,0.15541,-0.119217,1.39001,0.523601,-0.576394,0.265011,0.894564,-1.20047,0.548951,-0.381037,0.461486,-1.24554,-2.1438,0.0343756,0.519664,1.68894,-0.0123787,-1.11334,0.575061,-0.152881,1.13918,-1.84642,-1.05428,1.77585,-1.01379,-0.885195,0.890069,0.683527
3422,43.9043,0.768192,0.724529,2.0,3.0,0.0,-38.6219,0.0408124,0.856825,0.814174,0.134337,0.74256,0.585864,0.223404,-0.181044,1.40513,0.571492,-0.552256,0.295948,0.964383,-1.2302,0.551061,-0.413018,0.414375,-1.25488,-2.21751,0.0692625,0.55814,1.7095,0.00260856,-1.16939,0.565862,-0.108012,1.20219,-1.90481,-1.05539,1.85658,-1.05149,-0.941581,0.923828,0.661764
3423,44.8956,0.947116,0.724529,2.0,7.0,0.0,-42.2374,-0.00820185,0.829201,0.740153,0.130906,0.630673,0.483309,0.237705,-0.290627,1.23933,0.527062,-0.518274,0.256785,0.909627,-1.19851,0.451178,-0.462831,0.265918,-1.19524,-2.14591,0.0568812,0.503187,1.52121,-0.0283138,-1.17655,0.450369,-0.0908051,1.116,-1.84411,-1.00463,1.72959,-1.047,-0.97111,0.827748,0.521281
3424,43.8832,0.799822,0.724529,2.0,3.0,0.0,-41.9478,-0.00435449,0.821108,0.742749,0.108194,0.636558,0.489753,0.224927,-0.270102,1.24596,0.521226,-0.522579,0.25433,0.899576,-1.19121,0.457617,-0.451374,0.285056,-1.19356,-2.13102,0.0523743,0.499835,1.5277,-0.027736,-1.16188,0.459926,-0.0987781,1.10882,-1.832,-1.00431,1.72047,-1.03677,-0.955359,0.827259,0.534648
3425,45.0055,0.809548,0.724529,3.0,7.0,0.0,-41.7265,-0.012458,0.874167,0.767677,0.113548,0.650435,0.49621,0.265056,-0.32808,1.2835,0.557561,-0.533326,0.271671,0.96149,-1.25682,0.462745,-0.495815,0.25345,-1.24621,-2.25347,0.0660691,0.529499,1.57732,-0.0292089,-1.24341,0.457897,-0.0833225,1.17278,-1.93551,-1.04591,1.81444,-1.10276,-1.0308,0.863914,0.526873
3426,45.8606,0.861488,0.724529,2.0,3.0,0.0,-43.4553,0.0031854,0.853454,0.757563,0.121585,0.657175,0.505881,0.262426,-0.293509,1.28074,0.55603,-0.516139,0.277527,0.949992,-1.21841,0.472947,-0.46611,0.277568,-1.21264,-2.1928,0.0735039,0.530485,1.56975,-0.0160188,-1.19908,0.470772,-0.0763837,1.16029,-1.88225,-1.01668,1.79008,-1.06437,-0.988968,0.861936,0.541815
3427,45.27,0.893893,0.724529,2.0,3.0,0.0,-44.396,0.00596517,0.822855,0.796345,0.12922,0.692065,0.540287,0.160385,-0.186611,1.33821,0.509042,-0.582911,0.245517,0.885649,-1.22667,0.506395,-0.425205,0.391154,-1.25859,-2.17728,0.0219288,0.499533,1.63435,-0.035824,-1.15711,0.525186,-0.155539,1.12122,-1.87673,-1.06627,1.75562,-1.04856,-0.933793,0.859597,0.623911
3428,44.448,0.967547,0.724529,2.0,7.0,0.0,-43.5081,0.00787284,0.808813,0.745545,0.131475,0.650914,0.50506,0.213561,-0.234167,1.26068,0.519263,-0.521201,0.257417,0.891266,-1.17278,0.472954,-0.427958,0.318411,-1.18301,-2.10088,0.052813,0.501384,1.54189,-0.0200704,-1.13315,0.479637,-0.103031,1.1043,-1.8061,-0.995876,1.71253,-1.01441,-0.925342,0.832452,0.55962
3429,44.8946,0.983373,0.724529,3.0,7.0,0.0,-43.1471,0.0135346,0.851534,0.76349,0.152734,0.672483,0.520846,0.261136,-0.271674,1.29985,0.56167,-0.514825,0.284371,0.954372,-1.21166,0.487738,-0.45224,0.301262,-1.21024,-2.18515,0.0776961,0.537932,1.59023,-0.0083199,-1.18648,0.487985,-0.0756681,1.168,-1.87516,-1.01432,1.79952,-1.05454,-0.974439,0.873324,0.562367
3430,44.7402,0.978849,0.724529,3.0,7.0,0.0,-43.492,0.00522031,0.857057,0.818658,0.143206,0.71075,0.553629,0.181684,-0.210651,1.3764,0.534106,-0.593709,0.258811,0.926895,-1.26968,0.518679,-0.447355,0.386685,-1.29679,-2.25798,0.0303263,0.521729,1.68199,-0.0344988,-1.20556,0.534834,-0.149127,1.16689,-1.94512,-1.09703,1.82321,-1.08901,-0.97635,0.890134,0.632718
3431,43.3484,0.736858,0.724529,3.0,7.0,0.0,-37.5454,-0.00140124,0.885163,0.784204,0.168531,0.675619,0.518839,0.26965,-0.311252,1.32133,0.572667,-0.538008,0.283702,0.98134,-1.26713,0.48473,-0.488619,0.280423,-1.26029,-2.27747,0.0727125,0.545828,1.62067,-0.0207879,-1.24825,0.481997,-0.081992,1.1987,-1.9554,-1.05712,1.85127,-1.10805,-1.0308,0.888669,0.55499
3432,44.1129,0.994732,0.724529,3.0,7.0,0.0,-41.7907,-0.0413234,0.847768,0.807921,0.130606,0.654989,0.499738,0.135928,-0.257498,1.31216,0.482677,-0.631269,0.210224,0.8713,-1.30086,0.465227,-0.489596,0.332597,-1.32662,-2.27813,-0.0150243,0.470006,1.61393,-0.0799541,-1.23887,0.480617,-0.191602,1.10777,-1.96869,-1.12911,1.7562,-1.12298,-1.01273,0.833274,0.576585
3433,40.7477,0.763142,0.724529,3.0,7.0,0.0,-39.8483,-0.0648881,0.822849,0.798641,0.12041,0.623146,0.471163,0.0861963,-0.2542,1.27086,0.43714,-0.656838,0.173791,0.813632,-1.29943,0.437196,-0.495312,0.324509,-1.33266,-2.25042,-0.0507337,0.428159,1.5676,-0.107489,-1.22809,0.456717,-0.229351,1.05035,-1.94984,-1.14022,1.68569,-1.12029,-1.00405,0.789634,0.556496
3434,42.3592,1.0,0.724529,2.0,3.0,0.0,-39.5795,0.057568,0.864696,0.753377,0.129715,0.708239,0.556221,0.340742,-0.263115,1.33037,0.624128,-0.449658,0.340883,1.02397,-1.16834,0.523313,-0.422485,0.30965,-1.15444,-2.15317,0.139947,0.594998,1.61942,0.04311,-1.1597,0.516622,-0.00483676,1.22999,-1.83877,-0.956624,1.86224,-1.01863,-0.951268,0.922117,0.582108
3435,43.7021,1.0,0.724529,3.0,7.0,0.0,-41.9687,-0.0343992,0.816936,0.800416,0.130113,0.655022,0.503457,0.104715,-0.211699,1.3032,0.46061,-0.632142,0.199722,0.834028,-1.26632,0.469491,-0.459303,0.365946,-1.30358,-2.21175,-0.0262525,0.453416,1.5998,-0.0793461,-1.18969,0.491251,-0.207341,1.07278,-1.91319,-1.11213,1.70665,-1.0851,-0.964898,0.816907,0.593757
3436,44.8926,0.961482,0.724529,2.0,3.0,0.0,-42.6417,0.0163084,0.845712,0.742112,0.129643,0.657138,0.507986,0.285624,-0.289856,1.2692,0.568034,-0.486835,0.291407,0.958843,-1.18707,0.475629,-0.451501,0.272508,-1.17648,-2.15118,0.0927321,0.540754,1.55331,0.000306045,-1.17454,0.470756,-0.051509,1.16297,-1.84358,-0.982732,1.78351,-1.03828,-0.969034,0.86393,0.537222
3437,45.4839,0.864745,0.724529,2.0,3.0,0.0,-42.6025,-0.0118071,0.819758,0.778998,0.123969,0.659621,0.509699,0.162819,-0.224001,1.29356,0.495893,-0.57928,0.232273,0.871786,-1.22787,0.4764,-0.44599,0.345678,-1.25151,-2.17248,0.0153762,0.48313,1.58477,-0.0483744,-1.16965,0.490575,-0.154252,1.09933,-1.8733,-1.06065,1.72542,-1.05687,-0.951689,0.833026,0.58235
3438,46.2519,1.0,0.724529,2.0,3.0,0.0,-45.4692,0.00151072,0.839988,0.76752,0.11994,0.663642,0.512772,0.224922,-0.259443,1.2923,0.535683,-0.538915,0.263232,0.922356,-1.21903,0.479646,-0.453304,0.311649,-1.22581,-2.18176,0.0534977,0.515565,1.58256,-0.0251232,-1.18309,0.484446,-0.104974,1.14024,-1.87573,-1.03181,1.76913,-1.05759,-0.969399,0.855241,0.564412
3439,45.923,0.945716,0.724529,3.0,7.0,0.0,-45.5614,0.0150109,0.848805,0.778992,0.136864,0.686969,0.53421,0.235819,-0.24384,1.32455,0.553239,-0.535654,0.278187,0.943803,-1.22118,0.500626,-0.443474,0.334653,-1.22997,-2.19459,0.0648587,0.533692,1.61876,-0.0131081,-1.18222,0.506558,-0.0969836,1.16567,-1.88529,-1.03376,1.80257,-1.05652,-0.965218,0.879032,0.588929
3440,45.6568,0.671225,0.724529,2.0,3.0,0.0,-40.3013,0.0249599,0.852129,0.774006,0.133846,0.692779,0.540141,0.258276,-0.246299,1.32738,0.568946,-0.517116,0.292208,0.961434,-1.20939,0.506686,-0.437917,0.33115,-1.21365,-2.18525,0.0813206,0.54748,1.62061,-0.000432597,-1.17649,0.510096,-0.077139,1.18017,-1.87488,-1.01708,1.81625,-1.04769,-0.961159,0.889236,0.589105
3441,45.7223,0.9985,0.724529,3.0,7.0,0.0,-45.1943,-0.0225952,0.838248,0.777124,0.117297,0.647595,0.496034,0.184137,-0.26714,1.28258,0.505387,-0.576869,0.234348,0.89071,-1.24992,0.462615,-0.472851,0.30738,-1.26304,-2.21254,0.0204852,0.487877,1.5752,-0.0531247,-1.2054,0.47095,-0.143252,1.11371,-1.90695,-1.06887,1.74591,-1.08379,-0.988638,0.833724,0.555882
3442,44.5659,0.761981,0.724529,3.0,7.0,0.0,-42.3082,0.0312532,0.843927,0.794987,0.149435,0.716598,0.562882,0.221136,-0.197089,1.36447,0.557091,-0.54362,0.28517,0.944408,-1.21486,0.528827,-0.417984,0.386512,-1.23523,-2.18614,0.0647228,0.542351,1.66242,-0.00392944,-1.16032,0.54121,-0.10642,1.17519,-1.87826,-1.0391,1.81687,-1.04195,-0.93812,0.898278,0.632492
3443,45.5256,0.996964,0.724529,2.0,7.0,0.0,-43.8347,-9.49225e-05,0.87723,0.783718,0.116117,0.67637,0.520409,0.25905,-0.297894,1.32075,0.565857,-0.540641,0.279977,0.970547,-1.25992,0.486393,-0.480833,0.291173,-1.25686,-2.26232,0.068212,0.540759,1.61915,-0.0216169,-1.23616,0.485757,-0.0883756,1.18922,-1.94302,-1.05518,1.83864,-1.09933,-1.0186,0.884545,0.561095
3444,46.3338,1.0,0.724529,3.0,7.0,0.0,-45.4883,-0.00811512,0.843805,0.778987,0.119323,0.663747,0.511477,0.204751,-0.258942,1.3007,0.52486,-0.561666,0.251776,0.912899,-1.24084,0.477942,-0.462418,0.318031,-1.25218,-2.20929,0.0378356,0.50648,1.59439,-0.0376865,-1.19857,0.485291,-0.125344,1.13574,-1.90173,-1.05689,1.77078,-1.07508,-0.9814,0.852601,0.569279
3445,46.2674,0.974698,0.724529,3.0,7.0,0.0,-46.0546,-0.0106826,0.849418,0.785345,0.127335,0.66664,0.513251,0.201896,-0.261511,1.30863,0.525304,-0.569488,0.250492,0.915866,-1.25258,0.479455,-0.467628,0.319785,-1.26467,-2.22767,0.0346493,0.507071,1.60459,-0.0408657,-1.20913,0.487226,-0.130204,1.14078,-1.91805,-1.06802,1.78052,-1.0852,-0.990142,0.856216,0.572311
3446,45.582,0.93353,0.724529,2.0,3.0,0.0,-45.4582,0.00396572,0.845435,0.776512,0.146463,0.673772,0.521564,0.223009,-0.252988,1.30924,0.539778,-0.545333,0.265865,0.928762,-1.22783,0.488094,-0.4525,0.32346,-1.23693,-2.19748,0.0531337,0.52045,1.60245,-0.024258,-1.18855,0.494197,-0.108372,1.15006,-1.88939,-1.04147,1.78468,-1.06354,-0.972215,0.864795,0.576522
3447,45.1521,0.97773,0.724529,2.0,3.0,0.0,-44.5347,-0.00614454,0.863141,0.785417,0.102892,0.671491,0.516755,0.228145,-0.278911,1.31526,0.544231,-0.557109,0.264024,0.941722,-1.25762,0.482822,-0.474547,0.30658,-1.26273,-2.24633,0.049837,0.522811,1.61265,-0.0323625,-1.2232,0.486722,-0.111374,1.16399,-1.93192,-1.06355,1.80887,-1.09319,-1.00465,0.869849,0.567398
3448,45.0309,0.854687,0.724529,3.0,7.0,0.0,-43.2331,-0.00571183,0.856131,0.799553,0.151385,0.683704,0.528386,0.196957,-0.247181,1.33622,0.530878,-0.579632,0.2545,0.924135,-1.26408,0.494064,-0.463684,0.342005,-1.28081,-2.24823,0.0336896,0.514335,1.63664,-0.0389572,-1.2141,0.50443,-0.136465,1.15481,-1.93602,-1.0822,1.8029,-1.09178,-0.990871,0.871153,0.593856
3449,45.6684,0.988871,0.724529,2.0,3.0,0.0,-44.3419,0.0174203,0.870247,0.776911,0.125022,0.688021,0.533352,0.275326,-0.278815,1.32688,0.579126,-0.518062,0.295478,0.980622,-1.2319,0.499626,-0.459674,0.305329,-1.22855,-2.22622,0.0856306,0.554097,1.62275,-0.0037296,-1.20877,0.498815,-0.0694262,1.19727,-1.90948,-1.0285,1.84128,-1.07284,-0.993122,0.894797,0.573293
3450,44.0788,0.862134,0.724529,2.0,3.0,0.0,-43.501,-0.0162321,0.895159,0.784682,0.144091,0.661375,0.503575,0.270017,-0.34146,1.30867,0.568124,-0.547697,0.275261,0.981823,-1.28929,0.469353,-0.511658,0.253447,-1.27761,-2.30962,0.0653042,0.539061,1.60917,-0.0328808,-1.27666,0.463935,-0.0869605,1.19747,-1.98406,-1.07258,1.85396,-1.13217,-1.05939,0.880629,0.533912
3451,45.2465,1.0,0.724529,2.0,3.0,0.0,-43.9358,-0.0181302,0.874682,0.784911,0.139681,0.659292,0.503473,0.235237,-0.310148,1.30417,0.544603,-0.561744,0.259816,0.947948,-1.27718,0.469444,-0.496351,0.278638,-1.27611,-2.27725,0.0472519,0.520373,1.60261,-0.0408139,-1.25081,0.469909,-0.110614,1.16771,-1.95883,-1.07483,1.81667,-1.1155,-1.03279,0.865291,0.546618
3452,45.6304,0.933247,0.724529,2.0,3.0,0.0,-44.0364,-0.000139014,0.858861,0.807896,0.132684,0.696357,0.540024,0.194784,-0.234165,1.3549,0.535531,-0.583635,0.25871,0.929759,-1.26734,0.505405,-0.457701,0.359286,-1.28741,-2.25561,0.0348342,0.520264,1.65782,-0.0355351,-1.21273,0.517639,-0.138758,1.16405,-1.94231,-1.08787,1.8166,-1.09189,-0.986962,0.881778,0.610005
3453,45.6304,0.631536,0.724529,1.0,3.0,0.0,-41.4622,-0.000139014,0.858861,0.807896,0.132684,0.696357,0.540024,0.194784,-0.234165,1.3549,0.535531,-0.583635,0.25871,0.929759,-1.26734,0.505405,-0.457701,0.359286,-1.28741,-2.25561,0.0348342,0.520264,1.65782,-0.0355351,-1.21273,0.517639,-0.138758,1.16405,-1.94231,-1.08787,1.8166,-1.09189,-0.986962,0.881778,0.610005
3454,45.5489,0.903658,0.724529,3.0,7.0,0.0,-43.9521,-0.0116509,0.838561,0.750968,0.124898,0.636508,0.487261,0.233468,-0.293777,1.25371,0.528538,-0.530771,0.255396,0.915301,-1.21744,0.454687,-0.470617,0.270064,-1.21554,-2.17595,0.0522331,0.504958,1.53943,-0.0328581,-1.19333,0.454648,-0.0983497,1.12523,-1.8707,-1.02265,1.74676,-1.06312,-0.984801,0.834693,0.527488
3455,45.5808,0.957585,0.724529,3.0,7.0,0.0,-44.5994,0.0146819,0.842906,0.754145,0.131454,0.665598,0.515641,0.262105,-0.269918,1.28551,0.557994,-0.506173,0.283383,0.946796,-1.19676,0.482921,-0.446893,0.296551,-1.19444,-2.16012,0.079458,0.534128,1.57252,-0.00638327,-1.17308,0.482656,-0.0715483,1.15745,-1.8533,-1.00059,1.78191,-1.04196,-0.963692,0.865133,0.555547
3456,43.4055,0.880821,0.724529,2.0,3.0,0.0,-42.9324,-0.0109549,0.814802,0.796259,0.106582,0.674924,0.52394,0.130789,-0.190721,1.32,0.483699,-0.604373,0.223336,0.856243,-1.23794,0.49013,-0.435416,0.384564,-1.27392,-2.18055,-0.00120531,0.47605,1.61528,-0.0550551,-1.16311,0.511179,-0.180788,1.09334,-1.88281,-1.08309,1.72471,-1.05812,-0.93955,0.837324,0.61247
3457,45.3733,1.0,0.724529,2.0,3.0,0.0,-43.4116,0.0117021,0.824985,0.783685,0.113458,0.687175,0.536323,0.187848,-0.202243,1.32496,0.522767,-0.559014,0.257445,0.901071,-1.21188,0.502821,-0.42534,0.370954,-1.23552,-2.16246,0.0392792,0.509858,1.61796,-0.0249994,-1.15351,0.516997,-0.131291,1.12993,-1.86139,-1.04345,1.7599,-1.03992,-0.934245,0.861813,0.609229
3458,44.2078,0.912606,0.724529,2.0,3.0,0.0,-43.9015,0.00285536,0.818469,0.781672,0.103667,0.676512,0.526477,0.171559,-0.203478,1.31211,0.507987,-0.568938,0.245077,0.883097,-1.21454,0.493104,-0.429385,0.366912,-1.24036,-2.15832,0.0269311,0.496137,1.6039,-0.0350305,-1.1534,0.508492,-0.144379,1.11222,-1.85955,-1.0496,1.73894,-1.04206,-0.934554,0.847878,0.60191
3459,37.2468,0.335417,0.724529,2.0,3.0,0.0,-35.6323,-0.00844897,0.813316,0.828634,0.0970071,0.704679,0.550939,0.0840336,-0.139932,1.37163,0.46994,-0.646015,0.212614,0.840147,-1.26133,0.516094,-0.421209,0.448237,-1.31647,-2.20794,-0.025307,0.470062,1.67535,-0.0644076,-1.1605,0.54782,-0.221467,1.09365,-1.91016,-1.12425,1.73781,-1.06665,-0.926719,0.85145,0.664433
3460,44.519,1.0,0.724529,3.0,7.0,0.0,-38.0139,0.00168686,0.837237,0.81188,0.14915,0.701141,0.546564,0.156464,-0.191964,1.35968,0.512823,-0.599643,0.244814,0.895933,-1.25384,0.512028,-0.436497,0.396565,-1.28723,-2.22134,0.0166592,0.503518,1.66142,-0.0414031,-1.18181,0.53166,-0.164718,1.13643,-1.91551,-1.09146,1.78258,-1.07189,-0.954084,0.870868,0.632851
3461,45.0481,0.989194,0.724529,2.0,7.0,0.0,-43.6767,0.01447,0.840448,0.769355,0.151681,0.678155,0.527076,0.235953,-0.244621,1.30812,0.548292,-0.528144,0.2758,0.935107,-1.20792,0.493887,-0.440136,0.327366,-1.2155,-2.17141,0.0653732,0.528487,1.59891,-0.0126779,-1.17086,0.499137,-0.0938926,1.15381,-1.86519,-1.02132,1.78363,-1.04575,-0.95661,0.869219,0.579796
3462,44.591,0.887244,0.724529,2.0,3.0,0.0,-42.7383,0.0385065,0.835902,0.758305,0.129163,0.692798,0.543153,0.268771,-0.228949,1.31466,0.572569,-0.491961,0.301029,0.95763,-1.17154,0.510367,-0.415866,0.337107,-1.17517,-2.12865,0.0945493,0.551292,1.60205,0.0139368,-1.14,0.513407,-0.0604123,1.17173,-1.82421,-0.982393,1.79529,-1.01334,-0.929078,0.88595,0.590471
3463,44.0574,0.969815,0.724529,2.0,7.0,0.0,-43.463,0.0503203,0.844505,0.772505,0.132591,0.716734,0.564976,0.273691,-0.210822,1.34936,0.586976,-0.494158,0.313125,0.975686,-1.1775,0.531645,-0.406663,0.363694,-1.1848,-2.14554,0.101913,0.566946,1.6414,0.0232405,-1.1407,0.536742,-0.0578396,1.19517,-1.83785,-0.989711,1.82779,-1.01481,-0.925592,0.908975,0.617531
3464,44.9622,0.965295,0.724529,2.0,7.0,0.0,-41.6632,0.0274408,0.868115,0.789162,0.113204,0.708323,0.552765,0.264212,-0.248005,1.35527,0.581343,-0.525654,0.299462,0.981163,-1.23059,0.518663,-0.443914,0.340538,-1.23529,-2.22487,0.0843588,0.55962,1.65417,0.00134742,-1.19658,0.522337,-0.0773913,1.20432,-1.90866,-1.035,1.85259,-1.06557,-0.977015,0.908178,0.60312
3465,45.3709,0.989935,0.724529,2.0,3.0,0.0,-44.3176,-0.0129112,0.849986,0.803839,0.140674,0.680003,0.524901,0.17378,-0.238435,1.33467,0.515274,-0.596116,0.241639,0.905218,-1.27059,0.4905,-0.464358,0.350651,-1.29289,-2.24937,0.0183272,0.501149,1.63559,-0.0494561,-1.21322,0.503968,-0.155616,1.13922,-1.93923,-1.09519,1.7868,-1.09503,-0.988442,0.861563,0.597347
3466,44.165,0.88994,0.724529,2.0,7.0,0.0,-42.9002,0.0134383,0.826075,0.814262,0.141325,0.714693,0.560994,0.147022,-0.15891,1.37346,0.511763,-0.597532,0.248327,0.889119,-1.23633,0.52649,-0.414639,0.427212,-1.27678,-2.19316,0.0178307,0.50561,1.67468,-0.033738,-1.15507,0.550043,-0.167728,1.13298,-1.89118,-1.08295,1.77596,-1.05088,-0.926222,0.876172,0.655939
3467,45.3749,0.938025,0.724529,2.0,3.0,0.0,-42.0385,-0.00980199,0.839603,0.803383,0.115194,0.682536,0.52849,0.161046,-0.219299,1.33559,0.50768,-0.598402,0.238096,0.892401,-1.2599,0.494206,-0.452711,0.366449,-1.28726,-2.22831,0.0136954,0.495874,1.63532,-0.049205,-1.19601,0.510475,-0.162802,1.12821,-1.9218,-1.09149,1.77173,-1.08228,-0.971028,0.857635,0.607005
3468,45.988,0.973454,0.724529,2.0,3.0,0.0,-44.842,0.00272337,0.854578,0.778409,0.109155,0.674297,0.521026,0.233552,-0.266224,1.31221,0.547282,-0.543824,0.269915,0.940791,-1.23699,0.487404,-0.460779,0.313781,-1.24249,-2.21602,0.0575325,0.526255,1.60686,-0.0235114,-1.20231,0.491514,-0.102472,1.16124,-1.90472,-1.04525,1.80005,-1.07384,-0.985672,0.870331,0.571749
3469,45.5658,0.930584,0.724529,2.0,7.0,0.0,-44.946,-0.00873666,0.830503,0.754861,0.118609,0.642554,0.493745,0.217934,-0.272403,1.26139,0.521217,-0.537722,0.25154,0.903719,-1.21218,0.461124,-0.459705,0.290596,-1.21661,-2.16336,0.0458011,0.50041,1.54731,-0.033661,-1.17972,0.464605,-0.108886,1.11716,-1.86085,-1.025,1.7373,-1.05435,-0.969701,0.8338,0.541838
3470,45.4889,0.835014,0.724529,2.0,7.0,0.0,-43.5615,-0.0188541,0.862255,0.799857,0.136189,0.670931,0.514988,0.193108,-0.269726,1.32443,0.524032,-0.589639,0.245268,0.920368,-1.28172,0.480596,-0.481851,0.321444,-1.29549,-2.272,0.0250852,0.50613,1.62556,-0.0504263,-1.23557,0.489321,-0.14358,1.14999,-1.95765,-1.09574,1.8005,-1.11062,-1.01244,0.862175,0.576903
3471,45.2323,0.991635,0.724529,2.0,3.0,0.0,-45.1236,-0.0243005,0.869834,0.796196,0.136073,0.662541,0.506184,0.205013,-0.292534,1.31449,0.528213,-0.585807,0.246189,0.928557,-1.28938,0.471836,-0.494821,0.299428,-1.29719,-2.28655,0.0284291,0.507703,1.61544,-0.0523767,-1.25107,0.477252,-0.136376,1.15488,-1.96962,-1.09623,1.80669,-1.12157,-1.02935,0.860311,0.560703
